Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
10,3338048327,Dino Kontos,"#FINALFANTASYXV is another great little escape during this period of #SocialDistance I'm playing the ""Royal Edition… https://t.co/sMT6MiYzTF","{'hashtags': [{'text': 'FINALFANTASYXV', 'indices': [0, 15]}, {'text': 'SocialDistance', 'indices': [69, 84]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/sMT6MiYzTF', 'expanded_url': 'https://twitter.com/i/web/status/1363608999992655878', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 21:58:14,21,79.28,31.71,68.01,99.00,21.00,28.57,71.43,33.33,14.29,4.76,4.76,0.00,0.00,0.00,0.00,9.52,4.76,9.52,9.52,0.00,0.00,0.00,14.29,9.52,0.00,0.00,0.00,4.76,9.52,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,4.76,4.76,4.76,0.00,9.52,0.00,19.05,4.76,4.76,9.52,4.76,4.76,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,38.10,9.52,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,19.05
11,116295335,vButterflyEffect,Effect...#wearamask #socialdistance don’t listen to @GOP or @FoxNews “...infections and hospitalizations are on the… https://t.co/Uu4x6UfQqU,"{'hashtags': [{'text': 'wearamask', 'indices': [9, 19]}, {'text': 'socialdistance', 'indices': [20, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'GOP', 'name': 'GOP', 'id': 11134252, 'id_str': '11134252', 'indices': [52, 56]}, {'screen_name': 'FoxNews', 'name': 'Fox News', 'id': 1367531, 'id_str': '1367531', 'indices': [60, 68]}], 'urls': [{'url': 'https://t.co/Uu4x6UfQqU', 'expanded_url': 'https://twitter.com/i/web/status/1363608529052049410', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 21:56:22,20,78.30,30.86,15.86,25.77,20.00,30.00,60.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,10.00,10.00,0.00,10.00,5.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,10.00,5.00,5.00,0.00,5.00,0.00,5.00,5.00,0.00,5.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,80.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,30.00
12,1356754687207366658,Julia Dodson,My roommate @madelinelicious and I recently joined a zoom call with Dr. Fauci! He answered basic questions about CO… https://t.co/GwRqew5Y5u,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'madelinelicious', 'name': 'madeline', 'id': 2157389150, 'id_str': '2157389150', 'indices': [12, 28]}], 'urls': [{'url': 'https://t.co/GwRqew5Y5u', 'expanded_url': 'https://twitter.com/i/web/status/1363608435670085633', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",1,5,2021-02-21 21:56:00,24,81.63,66.17,74.76,25.77,12.00,25.00,66.67,29.17,12.50,12.50,8.33,0.00,0.00,4.17,0.00,0.00,4.17,8.33,0.00,4.17,4.17,0.00,4.17,8.33,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,4.17,0.00,4.17,8.33,8.33,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,4.17,0.00,0.00,12.50,4.17,4.17,4.17,0.00,0.00,4.17,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,29.17,12.50,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,12.50
13,1291806070923558912,TrueBlueSC,"Lost two more friends of my own this week, and find @KncunhaCunha's post to be a heartbreaking and caring entreaty… https://t.co/zRmCdcOSlJ","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KncunhaCunha', 'name': 'Kirsten Cunha', 'id': 3001379567, 'id_str': '3001379567', 'indices': [52, 65]}], 'urls': [{'url': 'https://t.co/zRmCdcOSlJ', 'expanded_url': 'https://twitter.com/i/web/status/1363605530976083971', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",1,3,2021-02-21 21:44:27,25,82.26,50.00,20.24,1.00,25.00,20.00,72.00,32.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,8.00,4.00,0.00,8.00,0.00,12.00,8.00,4.00,0.00,4.00,4.00,12.00,4.00,8.00,0.00,0.00,8.00,4.00,0.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,0.00,0.00,4.00,8.00,0.00,8.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,28.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,12.00
14,1174408645402124288,The Masked Jezebel (@🏡),So do I. We’ve made it this far so #WearAMask #SocialDistance #WashYourHands #StayAtHome and GET #vaccinated https://t.co/U8XcRS6cEg,"{'hashtags': [{'text': 'WearAMask', 'indices': [35, 45]}, {'text': 'SocialDistance', 'indices': [46, 61]}, {'text': 'WashYourHands', 'indices': [62, 76]}, {'text': 'StayAtHome', 'indices': [77, 88]}, {'text': 'vaccinated', 'indices': [97, 108]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/U8XcRS6cEg', 'expanded_url': 'https://twitter.com/whcos/status/1363543381717221377', 'display_url': 'twitter.com/whcos/status/1…', 'indices': [109, 132]}]}",0,1,2021-02-21 21:41:10,21,1.30,68.29,2.82,25.77,10.50,28.57,57.14,38.10,19.05,9.52,4.76,4.76,0.00,0.00,0.00,9.52,0.00,0.00,9.52,9.52,14.29,0.00,19.05,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,4.76,0.00,0.00,4.76,0.00,9.52,9.52,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,47.62,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,33.33
15,1230810516093906945,Motherwell District Childminding Group,"The Motherwell District Childminding Group
#Childminders @ScotChildmind @MareeToddMSP
Wish all their school childre… https://t.co/T1Yp1xg2WZ","{'hashtags': [{'text': 'Childminders', 'indices': [43, 56]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ScotChildmind', 'name': 'Scottish Childminding Association (SCMA)', 'id': 106426092, 'id_str': '106426092', 'indices': [57, 71]}, {'screen_name': 'MareeToddMSP', 'name': 'Maree Todd MSP', 'id': 2817853242, 'id_str': '2817853242', 'indices': [72, 85]}], 'urls': [{'url': 'https://t.co/T1Yp1xg2WZ', 'expanded_url': 'https://twitter.com/i/web/status/1363602523102343168', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 21:32:30,18,93.26,86.68,1.00,25.77,18.00,44.44,44.44,11.11,5.56,5.56,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,38.89,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.78
16,80475492,Elena Fernandez,"30% Off with code STYLESAVINGS

https://t.co/g6eJ7wVH5V

#facemask #musthave #style #fashion #reusable #colors… https://t.co/cRpPXSow17","{'hashtags': [{'text': 'facemask', 'indices': [57, 66]}, {'text': 'musthave', 'indices': [67, 76]}, {'text': 'style', 'indices': [77, 83]}, {'text': 'fashion', 'indices': [84, 92]}, {'text': 'reusable', 'indices': [93, 102]}, {'text': 'colors', 'indices': [103, 110]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/g6eJ7wVH5V', 'expanded_url': 'https://www.zazzle.com/collections/face_mask_collection_1st_edition-119287204288857167?rf=238338833061273279', 'display_url': 'zazzle.com/collections/fa…', 'indices': [32, 55]}, {'url': 'https://t.co/cRpPXSow17', 'expanded_url': 'https://twitter.com/i/web/status/1363597865470357515', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]}",0,1,2021-02-21 21:14:00,21,98.45,50.00,1.00,25.77,21.00,33.33,23.81,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,9.52,0.00,0.00,0.00,66.67,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.38
17,21529058,Craig Blac,"Live NOW on @wpgc #SocialDistance #Sunday is back!!!
A special show time of #SomeWildCatz podcast is Monday night (… https://t.co/sVO96MoYO3","{'hashtags': [{'text': 'SocialDistance', 'indices': [18, 33]}, {'text': 'Sunday', 'indices': [34, 41]}, {'text': 'SomeWildCatz', 'indices': [76, 89]}], 'symbols': [], 'user_mentions': [{'screen_name': 'WPGC', 'name': 'WPGC 95.5', 'id': 19212855, 'id_str': '19212855', 'indices': [12, 17]}], 'urls': [{'url': 'https://t.co/sVO96MoYO3', 'expanded_url': 'https://twitter.com/i/web/status/1363593911109844992', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 20:58:17,23,88.21,50.00,94.19,93.61,11.50,21.74,69.57,30.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,8.70,8.70,8.70,0.00,0.00,13.04,4.35,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,0.00,30.43,0.00,8.70,26.09,0.00,4.35,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,52.17,8.70,0.00,0.00,0.00,0.00,13.04,0.00,0.00,0.00,4.35,26.09
18,37303117,Houston Health Dept,"…**97 cases identified as duplicates were removed from the total count. Keep doing the small things: #MaskUp,… https://t.co/GUEf2K1hYB","{'hashtags': [{'text': 'MaskUp', 'indices': [101, 108]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/GUEf2K1hYB', 'expanded_url': 'https://twitter.com/i/web/status/1363593890155102209', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [111, 134]}]}",1,3,2021-02-21 20:58:12,22,93.26,50.00,11.00,25.77,11.00,18.18,59.09,31.82,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,9.09,9.09,9.09,0.00,4.55,0.00,13.64,9.09,4.55,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,4.55,0.00,0.00,4.55,4.55,0.00,9.09,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,50.00,18.18,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.73
19,468162816,Lorraine McGuigan,"@ScotChildmind @GraemeSCMA @CareInspect @EarlyYearsNLC @MareeToddMSP 
Good luck to all the children returning to sc… https://t.co/WSMMzkYdBR","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ScotChildmind', 'name': 'Scottish Childminding Association (SCMA)', 'id': 106426092, 'id_str': '106426092', 'indices': [0, 14]}, {'screen_name': 'GraemeSCMA', 'name': 'GraemeSCMA', 'id': 1118444417608822785, 'id_str': '1118444417608822785', 'indices': [15, 26]}, {'screen_name': 'CareInspect', 'name': 'Care Inspectorate', 'id': 419587340, 'id_str': '419587340', 'indices': [27, 39]}, {'screen_name': 'EarlyYearsNLC', 'name': 'Early Years NLC', 'id': 978915556165324800, 'id_str': '978915556165324800', 'indices': [40, 54]}, {'screen_name': 'MareeToddMSP', 'name': 'Maree Todd MSP', 'id': 2817853242, 'id_str': '2817853242', 'indices': [55, 68]}], 'urls': [{'url': 'https://t.co/WSMMzkYdBR', 'expanded_url': 'https://twitter.com/i/web/status/1363593677227057152', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2,2,2021-02-21 20:57:21,19,99.00,70.08,1.00,99.00,19.00,42.11,47.37,15.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,10.53,10.53,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.79,0.00,0.00,5.26,10.53,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,47.37,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.84
20,698918714381455360,CB Community,Have you been thinking that your outdoor spaces could use an update or two? Take a look at these easy ideas!… https://t.co/UuEjp8KElE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/UuEjp8KElE', 'expanded_url': 'https://twitter.com/i/web/status/1363593233679478788', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [110, 133]}]}",0,0,2021-02-21 20:55:35,26,54.88,87.57,38.39,89.84,13.00,11.54,80.77,42.31,15.38,7.69,0.00,0.00,7.69,0.00,0.00,7.69,7.69,3.85,11.54,0.00,3.85,0.00,26.92,3.85,0.00,0.00,3.85,0.00,3.85,3.85,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,19.23,7.69,3.85,3.85,3.85,0.00,3.85,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,3.85,0.00,3.85,15.38,0.00,11.54,0.00,7.69,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,23.08,7.69,0.00,0.00,0.00,3.85,3.85,0.00,0.00,0.00,0.00,7.69
21,393276933,Gloria Baskerville (Ramos),"Over 500,000 lives lost....
PLEASE #WearAMask #WashYourHands #SocialDistance #SanitizeEverything #ExerciseCommonSense 😷","{'hashtags': [{'text': 'WearAMask', 'indices': [35, 45]}, {'text': 'WashYourHands', 'indices': [46, 60]}, {'text': 'SocialDistance', 'indices': [61, 76]}, {'text': 'SanitizeEverything', 'indices': [77, 96]}, {'text': 'ExerciseCommonSense', 'indices': [97, 117]}], 'symbols': [], 'user_mentions': [], 'urls': []}",0,0,2021-02-21 20:54:23,11,98.34,50.00,2.40,25.77,5.50,45.45,45.45,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,18.18,0.00,0.00,0.00,18.18,0.00,18.18,9.09,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,18.18,0.00,0.00,18.18,0.00,9.09,9.09,0.00,0.00,9.09,9.09,0.00,9.09,0.00,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.91,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.45
22,126697539,carol levy,"researchers concluded “majority of COVID-19 infections” originate from people between ages 20 &amp; 49, but people betw… https://t.co/oSQsctJ1it","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/oSQsctJ1it', 'expanded_url': 'https://twitter.com/i/web/status/1363592101276049413', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]}",0,0,2021-02-21 20:51:05,23,98.23,66.81,9.25,25.77,23.00,30.43,56.52,17.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,13.04,4.35,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,13.04,4.35,4.35,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,43.48,8.70,4.35,0.00,4.35,0.00,0.00,4.35,8.70,0.00,0.00,13.04
23,2579544518,Brandon Boyd,"#Coronavirus: Bad news folks. We have reached half a million #COVID19 deaths in the #UnitedStates. This is a sad re… https://t.co/9FGhMqnlRB","{'hashtags': [{'text': 'Coronavirus', 'indices': [0, 12]}, {'text': 'COVID19', 'indices': [61, 69]}, {'text': 'UnitedStates', 'indices': [84, 97]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/9FGhMqnlRB', 'expanded_url': 'https://twitter.com/i/web/status/1363589290811359238', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 20:39:55,25,93.26,88.48,1.00,1.00,8.33,24.00,60.00,32.00,8.00,4.00,0.00,4.00,0.00,0.00,0.00,4.00,12.00,4.00,8.00,0.00,0.00,0.00,8.00,4.00,0.00,0.00,8.00,0.00,8.00,0.00,8.00,0.00,0.00,4.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,0.00,0.00,0.00,4.00,0.00,8.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,4.00,0.00,0.00,0.00,40.00,16.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
24,1327410781,Nightlock Lockdown,A new look into how to return kids to school. What are your thoughts on this topic? Let us know in the comments!… https://t.co/INQPQmdjFl,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/INQPQmdjFl', 'expanded_url': 'https://twitter.com/i/web/status/1363588119111618563', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]}",0,0,2021-02-21 20:35:16,28,89.26,98.33,74.76,25.77,9.33,10.71,82.14,50.00,14.29,7.14,0.00,3.57,3.57,0.00,0.00,7.14,7.14,17.86,7.14,3.57,3.57,0.00,14.29,3.57,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,10.71,7.14,3.57,0.00,0.00,0.00,0.00,3.57,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,3.57,0.00,0.00,0.00,0.00,0.00,10.71,0.00,17.86,0.00,10.71,7.14,3.57,0.00,0.00,0.00,0.00,0.00,3.57,0.00,3.57,0.00,0.00,0.00,25.00,10.71,0.00,0.00,0.00,3.57,3.57,0.00,0.00,0.00,0.00,7.14
25,605758292,"💗Julie - Be safe,sparkly,smiley & kind everyone🌈","I agree that teaching staff should be vaccinated whole heartedly 

But #earlyyears have been made to work / no home… https://t.co/OfHvAePCBj","{'hashtags': [{'text': 'earlyyears', 'indices': [71, 82]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/OfHvAePCBj', 'expanded_url': 'https://twitter.com/i/web/status/1363587604529168386', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2,3,2021-02-21 20:33:13,24,27.87,10.58,1.00,92.40,24.00,20.83,70.83,37.50,8.33,4.17,4.17,0.00,0.00,0.00,0.00,4.17,0.00,4.17,16.67,0.00,4.17,4.17,20.83,0.00,0.00,0.00,0.00,4.17,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,4.17,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,4.17,8.33,0.00,0.00,8.33,12.50,0.00,0.00,0.00,0.00,0.00,12.50,0.00,4.17,0.00,0.00,0.00,8.33,0.00,4.17,4.17,0.00,0.00,25.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67
26,1101730024342736897,BamberS,"500,000 lives lost in only one year from ONE virus. Sadly 2 of those deaths were in my own family. Please… https://t.co/rXxZyiQE86","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/rXxZyiQE86', 'expanded_url': 'https://twitter.com/i/web/status/1363586262553268231', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]}",0,0,2021-02-21 20:27:53,27,93.26,50.00,15.12,1.00,9.00,3.70,66.67,29.63,7.41,3.70,3.70,0.00,0.00,0.00,0.00,3.70,0.00,14.81,3.70,3.70,0.00,0.00,11.11,0.00,0.00,0.00,18.52,0.00,11.11,3.70,7.41,0.00,0.00,7.41,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,7.41,3.70,3.70,0.00,0.00,0.00,7.41,3.70,0.00,11.11,0.00,7.41,3.70,0.00,3.70,3.70,0.00,0.00,3.70,3.70,0.00,3.70,0.00,0.00,0.00,25.93,14.81,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41
27,477288141,Sam Stitches,"What a sad day. The US has reached 500,000 COVID deaths. Half a million people. A story, a soul, a meaningful life… https://t.co/Njpfyy7F9I","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Njpfyy7F9I', 'expanded_url': 'https://twitter.com/i/web/status/1363582735877603330', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",0,4,2021-02-21 20:13:53,28,98.76,92.33,1.06,1.00,7.00,14.29,71.43,32.14,7.14,3.57,0.00,3.57,0.00,0.00,0.00,3.57,21.43,0.00,3.57,0.00,0.00,0.00,3.57,3.57,0.00,3.57,14.29,0.00,3.57,0.00,3.57,0.00,0.00,3.57,10.71,0.00,0.00,0.00,0.00,3.57,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,3.57,0.00,0.00,3.57,3.57,0.00,0.00,0.00,0.00,0.00,3.57,0.00,3.57,0.00,0.00,3.57,0.00,0.00,0.00,0.00,3.57,3.57,3.57,0.00,3.57,0.00,0.00,0.00,35.71,17.86,10.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14
28,157717160,Only The Good News,"Comic Book Party 9-in. Paper Plates, see Paper Plates,  18-ct. Packs https://t.co/kItErQYJKe . #ad Paper Plates,… https://t.co/Rur1bXufqU","{'hashtags': [{'text': 'ad', 'indices': [95, 98]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/kItErQYJKe', 'expanded_url': 'https://shrsl.com/2rxap', 'display_url': 'shrsl.com/2rxap', 'indices': [69, 92]}, {'url': 'https://t.co/Rur1bXufqU', 'expanded_url': 'https://twitter.com/i/web/status/1363582514540015619', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]}",1,1,2021-02-21 20:13:00,26,96.16,64.99,1.00,89.84,6.50,7.69,38.46,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,7.69,0.00,3.85,3.85,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,3.85,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,3.85,0.00,15.38,11.54,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,61.54,23.08,11.54,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,19.23
29,1232045749614985216,Neutral_one,"I appreciate your straight forward talk. Sometimes a kick in the butt is the best medicine.
#WearYourDamnMask… https://t.co/uxAUHoYJRk","{'hashtags': [{'text': 'WearYourDamnMask', 'indices': [92, 109]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/uxAUHoYJRk', 'expanded_url': 'https://twitter.com/i/web/status/1363580070212722688', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [111, 134]}]}",0,2,2021-02-21 20:03:17,22,96.54,67.52,85.21,99.00,7.33,31.82,77.27,31.82,9.09,9.09,4.55,0.00,4.55,0.00,0.00,0.00,13.64,4.55,4.55,0.00,0.00,0.00,9.09,9.09,4.55,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,9.09,4.55,4.55,0.00,0.00,4.55,0.00,4.55,4.55,4.55,0.00,0.00,13.64,0.00,18.18,4.55,13.64,9.09,0.00,0.00,0.00,0.00,0.00,0.00,9.09,4.55,4.55,0.00,0.00,0.00,31.82,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64
